wavelength_nm,absorption_coefficient_1/mm,scattering_coefficient_1/mm,reflectance_nd,transmittance_nd,reflectance_dark_american_negro_nd,reflectance_fair_complexioned_white_nd
25770,207.71,0.465,0.03,0.005,0.04,0.09
25780,207.71,0.465,0.03,0.005,0.04,0.09
25790,207.71,0.465,0.03,0.005,0.04,0.09
25800,207.71,0.465,0.03,0.005,0.04,0.09
25810,207.71,0.465,0.03,0.005,0.04,0.09
25820,207.71,0.465,0.03,0.005,0.04,0.09
25830,207.71,0.465,0.03,0.005,0.04,0.09
25840,207.71,0.465,0.03,0.005,0.04,0.09
25850,207.71,0.465,0.03,0.005,0.04,0.09
25860,207.71,0.465,0.03,0.005,0.04,0.09
25870,207.71,0.465,0.03,0.005,0.04,0.09
25880,207.71,0.465,0.03,0.005,0.04,0.09
25890,207.71,0.465,0.03,0.005,0.04,0.09
25900,207.71,0.465,0.03,0.005,0.04,0.09
25910,207.71,0.465,0.03,0.005,0.04,0.09
25920,207.71,0.465,0.03,0.005,0.04,0.09
25930,207.71,0.465,0.03,0.005,0.04,0.09
25940,207.71,0.465,0.03,0.005,0.04,0.09
25950,207.71,0.465,0.03,0.005,0.04,0.09
25960,207.71,0.465,0.03,0.005,0.04,0.09
25970,207.71,0.465,0.03,0.005,0.04,0.09
25980,207.71,0.465,0.03,0.005,0.04,0.09
25990,207.71,0.465,0.03,0.005,0.04,0.09
26000,207.71,0.465,0.03,0.005,0.04,0.09
26010,207.71,0.465,0.03,0.005,0.04,0.09
26020,207.71,0.465,0.03,0.005,0.04,0.09
26030,207.71,0.465,0.03,0.005,0.04,0.09
26040,207.71,0.465,0.03,0.005,0.04,0.09
26050,207.71,0.465,0.03,0.005,0.04,0.09
26060,207.71,0.465,0.03,0.005,0.04,0.09
26070,207.71,0.465,0.03,0.005,0.04,0.09
26080,207.71,0.465,0.03,0.005,0.04,0.09
26090,207.71,0.465,0.03,0.005,0.04,0.09
26100,207.71,0.465,0.03,0.005,0.04,0.09
26110,207.71,0.465,0.03,0.005,0.04,0.09
26120,207.71,0.465,0.03,0.005,0.04,0.09
26130,207.71,0.465,0.03,0.005,0.04,0.09
26140,207.71,0.465,0.03,0.005,0.04,0.09
26150,207.71,0.465,0.03,0.005,0.04,0.09
26160,207.71,0.465,0.03,0.005,0.04,0.09
26170,207.71,0.465,0.03,0.005,0.04,0.09
26180,207.71,0.465,0.03,0.005,0.04,0.09
26190,207.71,0.465,0.03,0.005,0.04,0.09
26200,207.71,0.465,0.03,0.005,0.04,0.09
26210,207.71,0.465,0.03,0.005,0.04,0.09
26220,207.71,0.465,0.03,0.005,0.04,0.09
26230,207.71,0.465,0.03,0.005,0.04,0.09
26240,207.71,0.465,0.03,0.005,0.04,0.09
26250,207.71,0.465,0.03,0.005,0.04,0.09
26260,207.71,0.465,0.03,0.005,0.04,0.09
26270,207.71,0.465,0.03,0.005,0.04,0.09
26280,207.71,0.465,0.03,0.005,0.04,0.09
26290,207.71,0.465,0.03,0.005,0.04,0.09
26300,207.71,0.465,0.03,0.005,0.04,0.09
26310,207.71,0.465,0.03,0.005,0.04,0.09
26320,207.71,0.465,0.03,0.005,0.04,0.09
26330,207.71,0.465,0.03,0.005,0.04,0.09
26340,207.71,0.465,0.03,0.005,0.04,0.09
26350,207.71,0.465,0.03,0.005,0.04,0.09
26360,207.71,0.465,0.03,0.005,0.04,0.09
26370,207.71,0.465,0.03,0.005,0.04,0.09
26380,207.71,0.465,0.03,0.005,0.04,0.09
26390,207.71,0.465,0.03,0.005,0.04,0.09
26400,207.71,0.465,0.03,0.005,0.04,0.09
26410,207.71,0.465,0.03,0.005,0.04,0.09
26420,207.71,0.465,0.03,0.005,0.04,0.09
26430,207.71,0.465,0.03,0.005,0.04,0.09
26440,207.71,0.465,0.03,0.005,0.04,0.09
26450,207.71,0.465,0.03,0.005,0.04,0.09
26460,207.71,0.465,0.03,0.005,0.04,0.09
26470,207.71,0.465,0.03,0.005,0.04,0.09
26480,207.71,0.465,0.03,0.005,0.04,0.09
26490,207.71,0.465,0.03,0.005,0.04,0.09
26500,207.71,0.465,0.03,0.005,0.04,0.09
26510,207.71,0.465,0.03,0.005,0.04,0.09
26520,207.71,0.465,0.03,0.005,0.04,0.09
26530,207.71,0.465,0.03,0.005,0.04,0.09
26540,207.71,0.465,0.03,0.005,0.04,0.09
26550,207.71,0.465,0.03,0.005,0.04,0.09
26560,207.71,0.465,0.03,0.005,0.04,0.09
26570,207.71,0.465,0.03,0.005,0.04,0.09
26580,207.71,0.465,0.03,0.005,0.04,0.09
26590,207.71,0.465,0.03,0.005,0.04,0.09
26600,207.71,0.465,0.03,0.005,0.04,0.09
26610,207.71,0.465,0.03,0.005,0.04,0.09
26620,207.71,0.465,0.03,0.005,0.04,0.09
26630,207.71,0.465,0.03,0.005,0.04,0.09
26640,207.71,0.465,0.03,0.005,0.04,0.09
26650,207.71,0.465,0.03,0.005,0.04,0.09
26660,207.71,0.465,0.03,0.005,0.04,0.09
26670,207.71,0.465,0.03,0.005,0.04,0.09
26680,207.71,0.465,0.03,0.005,0.04,0.09
26690,207.71,0.465,0.03,0.005,0.04,0.09
26700,207.71,0.465,0.03,0.005,0.04,0.09
26710,207.71,0.465,0.03,0.005,0.04,0.09
26720,207.71,0.465,0.03,0.005,0.04,0.09
26730,207.71,0.465,0.03,0.005,0.04,0.09
26740,207.71,0.465,0.03,0.005,0.04,0.09
26750,207.71,0.465,0.03,0.005,0.04,0.09
26760,207.71,0.465,0.03,0.005,0.04,0.09
26770,207.71,0.465,0.03,0.005,0.04,0.09
26780,207.71,0.465,0.03,0.005,0.04,0.09
26790,207.71,0.465,0.03,0.005,0.04,0.09
26800,207.71,0.465,0.03,0.005,0.04,0.09
26810,207.71,0.465,0.03,0.005,0.04,0.09
26820,207.71,0.465,0.03,0.005,0.04,0.09
26830,207.71,0.465,0.03,0.005,0.04,0.09
26840,207.71,0.465,0.03,0.005,0.04,0.09
26850,207.71,0.465,0.03,0.005,0.04,0.09
26860,207.71,0.465,0.03,0.005,0.04,0.09
26870,207.71,0.465,0.03,0.005,0.04,0.09
26880,207.71,0.465,0.03,0.005,0.04,0.09
26890,207.71,0.465,0.03,0.005,0.04,0.09
26900,207.71,0.465,0.03,0.005,0.04,0.09
26910,207.71,0.465,0.03,0.005,0.04,0.09
26920,207.71,0.465,0.03,0.005,0.04,0.09
26930,207.71,0.465,0.03,0.005,0.04,0.09
26940,207.71,0.465,0.03,0.005,0.04,0.09
26950,207.71,0.465,0.03,0.005,0.04,0.09
26960,207.71,0.465,0.03,0.005,0.04,0.09
26970,207.71,0.465,0.03,0.005,0.04,0.09
26980,207.71,0.465,0.03,0.005,0.04,0.09
26990,207.71,0.465,0.03,0.005,0.04,0.09
27000,207.71,0.465,0.03,0.005,0.04,0.09
27010,207.71,0.465,0.03,0.005,0.04,0.09
27020,207.71,0.465,0.03,0.005,0.04,0.09
27030,207.71,0.465,0.03,0.005,0.04,0.09
27040,207.71,0.465,0.03,0.005,0.04,0.09
27050,207.71,0.465,0.03,0.005,0.04,0.09
27060,207.71,0.465,0.03,0.005,0.04,0.09
27070,207.71,0.465,0.03,0.005,0.04,0.09
27080,207.71,0.465,0.03,0.005,0.04,0.09
27090,207.71,0.465,0.03,0.005,0.04,0.09
27100,207.71,0.465,0.03,0.005,0.04,0.09
27110,207.71,0.465,0.03,0.005,0.04,0.09
27120,207.71,0.465,0.03,0.005,0.04,0.09
27130,207.71,0.465,0.03,0.005,0.04,0.09
27140,207.71,0.465,0.03,0.005,0.04,0.09
27150,207.71,0.465,0.03,0.005,0.04,0.09
27160,207.71,0.465,0.03,0.005,0.04,0.09
27170,207.71,0.465,0.03,0.005,0.04,0.09
27180,207.71,0.465,0.03,0.005,0.04,0.09
27190,207.71,0.465,0.03,0.005,0.04,0.09
27200,207.71,0.465,0.03,0.005,0.04,0.09
27210,207.71,0.465,0.03,0.005,0.04,0.09
27220,207.71,0.465,0.03,0.005,0.04,0.09
27230,207.71,0.465,0.03,0.005,0.04,0.09
27240,207.71,0.465,0.03,0.005,0.04,0.09
27250,207.71,0.465,0.03,0.005,0.04,0.09
27260,207.71,0.465,0.03,0.005,0.04,0.09
27270,207.71,0.465,0.03,0.005,0.04,0.09
27280,207.71,0.465,0.03,0.005,0.04,0.09
27290,207.71,0.465,0.03,0.005,0.04,0.09
27300,207.71,0.465,0.03,0.005,0.04,0.09
27310,207.71,0.465,0.03,0.005,0.04,0.09
27320,207.71,0.465,0.03,0.005,0.04,0.09
27330,207.71,0.465,0.03,0.005,0.04,0.09
27340,207.71,0.465,0.03,0.005,0.04,0.09
27350,207.71,0.465,0.03,0.005,0.04,0.09
27360,207.71,0.465,0.03,0.005,0.04,0.09
27370,207.71,0.465,0.03,0.005,0.04,0.09
27380,207.71,0.465,0.03,0.005,0.04,0.09
27390,207.71,0.465,0.03,0.005,0.04,0.09
27400,207.71,0.465,0.03,0.005,0.04,0.09
27410,207.71,0.465,0.03,0.005,0.04,0.09
27420,207.71,0.465,0.03,0.005,0.04,0.09
27430,207.71,0.465,0.03,0.005,0.04,0.09
27440,207.71,0.465,0.03,0.005,0.04,0.09
27450,207.71,0.465,0.03,0.005,0.04,0.09
27460,207.71,0.465,0.03,0.005,0.04,0.09
27470,207.71,0.465,0.03,0.005,0.04,0.09
27480,207.71,0.465,0.03,0.005,0.04,0.09
27490,207.71,0.465,0.03,0.005,0.04,0.09
27500,207.71,0.465,0.03,0.005,0.04,0.09
27510,207.71,0.465,0.03,0.005,0.04,0.09
27520,207.71,0.465,0.03,0.005,0.04,0.09
27530,207.71,0.465,0.03,0.005,0.04,0.09
27540,207.71,0.465,0.03,0.005,0.04,0.09
27550,207.71,0.465,0.03,0.005,0.04,0.09
27560,207.71,0.465,0.03,0.005,0.04,0.09
27570,207.71,0.465,0.03,0.005,0.04,0.09
27580,207.71,0.465,0.03,0.005,0.04,0.09
27590,207.71,0.465,0.03,0.005,0.04,0.09
27600,207.71,0.465,0.03,0.005,0.04,0.09
27610,207.71,0.465,0.03,0.005,0.04,0.09
27620,207.71,0.465,0.03,0.005,0.04,0.09
27630,207.71,0.465,0.03,0.005,0.04,0.09
27640,207.71,0.465,0.03,0.005,0.04,0.09
27650,207.71,0.465,0.03,0.005,0.04,0.09
27660,207.71,0.465,0.03,0.005,0.04,0.09
27670,207.71,0.465,0.03,0.005,0.04,0.09
27680,207.71,0.465,0.03,0.005,0.04,0.09
27690,207.71,0.465,0.03,0.005,0.04,0.09
27700,207.71,0.465,0.03,0.005,0.04,0.09
27710,207.71,0.465,0.03,0.005,0.04,0.09
27720,207.71,0.465,0.03,0.005,0.04,0.09
27730,207.71,0.465,0.03,0.005,0.04,0.09
27740,207.71,0.465,0.03,0.005,0.04,0.09
27750,207.71,0.465,0.03,0.005,0.04,0.09
27760,207.71,0.465,0.03,0.005,0.04,0.09
27770,207.71,0.465,0.03,0.005,0.04,0.09
27780,207.71,0.465,0.03,0.005,0.04,0.09
27790,207.71,0.465,0.03,0.005,0.04,0.09
27800,207.71,0.465,0.03,0.005,0.04,0.09
27810,207.71,0.465,0.03,0.005,0.04,0.09
27820,207.71,0.465,0.03,0.005,0.04,0.09
27830,207.71,0.465,0.03,0.005,0.04,0.09
27840,207.71,0.465,0.03,0.005,0.04,0.09
27850,207.71,0.465,0.03,0.005,0.04,0.09
27860,207.71,0.465,0.03,0.005,0.04,0.09
27870,207.71,0.465,0.03,0.005,0.04,0.09
27880,207.71,0.465,0.03,0.005,0.04,0.09
27890,207.71,0.465,0.03,0.005,0.04,0.09
27900,207.71,0.465,0.03,0.005,0.04,0.09
27910,207.71,0.465,0.03,0.005,0.04,0.09
27920,207.71,0.465,0.03,0.005,0.04,0.09
27930,207.71,0.465,0.03,0.005,0.04,0.09
27940,207.71,0.465,0.03,0.005,0.04,0.09
27950,207.71,0.465,0.03,0.005,0.04,0.09
27960,207.71,0.465,0.03,0.005,0.04,0.09
27970,207.71,0.465,0.03,0.005,0.04,0.09
27980,207.71,0.465,0.03,0.005,0.04,0.09
27990,207.71,0.465,0.03,0.005,0.04,0.09
28000,207.71,0.465,0.03,0.005,0.04,0.09
28010,207.71,0.465,0.03,0.005,0.04,0.09
28020,207.71,0.465,0.03,0.005,0.04,0.09
28030,207.71,0.465,0.03,0.005,0.04,0.09
28040,207.71,0.465,0.03,0.005,0.04,0.09
28050,207.71,0.465,0.03,0.005,0.04,0.09
28060,207.71,0.465,0.03,0.005,0.04,0.09
28070,207.71,0.465,0.03,0.005,0.04,0.09
28080,207.71,0.465,0.03,0.005,0.04,0.09
28090,207.71,0.465,0.03,0.005,0.04,0.09
28100,207.71,0.465,0.03,0.005,0.04,0.09
28110,207.71,0.465,0.03,0.005,0.04,0.09
28120,207.71,0.465,0.03,0.005,0.04,0.09
28130,207.71,0.465,0.03,0.005,0.04,0.09
28140,207.71,0.465,0.03,0.005,0.04,0.09
28150,207.71,0.465,0.03,0.005,0.04,0.09
28160,207.71,0.465,0.03,0.005,0.04,0.09
28170,207.71,0.465,0.03,0.005,0.04,0.09
28180,207.71,0.465,0.03,0.005,0.04,0.09
28190,207.71,0.465,0.03,0.005,0.04,0.09
28200,207.71,0.465,0.03,0.005,0.04,0.09
28210,207.71,0.465,0.03,0.005,0.04,0.09
28220,207.71,0.465,0.03,0.005,0.04,0.09
28230,207.71,0.465,0.03,0.005,0.04,0.09
28240,207.71,0.465,0.03,0.005,0.04,0.09
28250,207.71,0.465,0.03,0.005,0.04,0.09
28260,207.71,0.465,0.03,0.005,0.04,0.09
28270,207.71,0.465,0.03,0.005,0.04,0.09
28280,207.71,0.465,0.03,0.005,0.04,0.09
28290,207.71,0.465,0.03,0.005,0.04,0.09
28300,207.71,0.465,0.03,0.005,0.04,0.09
28310,207.71,0.465,0.03,0.005,0.04,0.09
28320,207.71,0.465,0.03,0.005,0.04,0.09
28330,207.71,0.465,0.03,0.005,0.04,0.09
28340,207.71,0.465,0.03,0.005,0.04,0.09
28350,207.71,0.465,0.03,0.005,0.04,0.09
28360,207.71,0.465,0.03,0.005,0.04,0.09
28370,207.71,0.465,0.03,0.005,0.04,0.09
28380,207.71,0.465,0.03,0.005,0.04,0.09
28390,207.71,0.465,0.03,0.005,0.04,0.09
28400,207.71,0.465,0.03,0.005,0.04,0.09
28410,207.71,0.465,0.03,0.005,0.04,0.09
28420,207.71,0.465,0.03,0.005,0.04,0.09
28430,207.71,0.465,0.03,0.005,0.04,0.09
28440,207.71,0.465,0.03,0.005,0.04,0.09
28450,207.71,0.465,0.03,0.005,0.04,0.09
28460,207.71,0.465,0.03,0.005,0.04,0.09
28470,207.71,0.465,0.03,0.005,0.04,0.09
28480,207.71,0.465,0.03,0.005,0.04,0.09
28490,207.71,0.465,0.03,0.005,0.04,0.09
28500,207.71,0.465,0.03,0.005,0.04,0.09
28510,207.71,0.465,0.03,0.005,0.04,0.09
28520,207.71,0.465,0.03,0.005,0.04,0.09
28530,207.71,0.465,0.03,0.005,0.04,0.09
28540,207.71,0.465,0.03,0.005,0.04,0.09
28550,207.71,0.465,0.03,0.005,0.04,0.09
28560,207.71,0.465,0.03,0.005,0.04,0.09
28570,207.71,0.465,0.03,0.005,0.04,0.09
28580,207.71,0.465,0.03,0.005,0.04,0.09
28590,207.71,0.465,0.03,0.005,0.04,0.09
28600,207.71,0.465,0.03,0.005,0.04,0.09
28610,207.71,0.465,0.03,0.005,0.04,0.09
28620,207.71,0.465,0.03,0.005,0.04,0.09
28630,207.71,0.465,0.03,0.005,0.04,0.09
28640,207.71,0.465,0.03,0.005,0.04,0.09
28650,207.71,0.465,0.03,0.005,0.04,0.09
28660,207.71,0.465,0.03,0.005,0.04,0.09
28670,207.71,0.465,0.03,0.005,0.04,0.09
28680,207.71,0.465,0.03,0.005,0.04,0.09
28690,207.71,0.465,0.03,0.005,0.04,0.09
28700,207.71,0.465,0.03,0.005,0.04,0.09
28710,207.71,0.465,0.03,0.005,0.04,0.09
28720,207.71,0.465,0.03,0.005,0.04,0.09
28730,207.71,0.465,0.03,0.005,0.04,0.09
28740,207.71,0.465,0.03,0.005,0.04,0.09
28750,207.71,0.465,0.03,0.005,0.04,0.09
28760,207.71,0.465,0.03,0.005,0.04,0.09
28770,207.71,0.465,0.03,0.005,0.04,0.09
28780,207.71,0.465,0.03,0.005,0.04,0.09
28790,207.71,0.465,0.03,0.005,0.04,0.09
28800,207.71,0.465,0.03,0.005,0.04,0.09
28810,207.71,0.465,0.03,0.005,0.04,0.09
28820,207.71,0.465,0.03,0.005,0.04,0.09
28830,207.71,0.465,0.03,0.005,0.04,0.09
28840,207.71,0.465,0.03,0.005,0.04,0.09
28850,207.71,0.465,0.03,0.005,0.04,0.09
28860,207.71,0.465,0.03,0.005,0.04,0.09
28870,207.71,0.465,0.03,0.005,0.04,0.09
28880,207.71,0.465,0.03,0.005,0.04,0.09
28890,207.71,0.465,0.03,0.005,0.04,0.09
28900,207.71,0.465,0.03,0.005,0.04,0.09
28910,207.71,0.465,0.03,0.005,0.04,0.09
28920,207.71,0.465,0.03,0.005,0.04,0.09
28930,207.71,0.465,0.03,0.005,0.04,0.09
28940,207.71,0.465,0.03,0.005,0.04,0.09
28950,207.71,0.465,0.03,0.005,0.04,0.09
28960,207.71,0.465,0.03,0.005,0.04,0.09
28970,207.71,0.465,0.03,0.005,0.04,0.09
28980,207.71,0.465,0.03,0.005,0.04,0.09
28990,207.71,0.465,0.03,0.005,0.04,0.09
29000,207.71,0.465,0.03,0.005,0.04,0.09
29010,207.71,0.465,0.03,0.005,0.04,0.09
29020,207.71,0.465,0.03,0.005,0.04,0.09
29030,207.71,0.465,0.03,0.005,0.04,0.09
29040,207.71,0.465,0.03,0.005,0.04,0.09
29050,207.71,0.465,0.03,0.005,0.04,0.09
29060,207.71,0.465,0.03,0.005,0.04,0.09
29070,207.71,0.465,0.03,0.005,0.04,0.09
29080,207.71,0.465,0.03,0.005,0.04,0.09
29090,207.71,0.465,0.03,0.005,0.04,0.09
29100,207.71,0.465,0.03,0.005,0.04,0.09
29110,207.71,0.465,0.03,0.005,0.04,0.09
29120,207.71,0.465,0.03,0.005,0.04,0.09
29130,207.71,0.465,0.03,0.005,0.04,0.09
29140,207.71,0.465,0.03,0.005,0.04,0.09
29150,207.71,0.465,0.03,0.005,0.04,0.09
29160,207.71,0.465,0.03,0.005,0.04,0.09
29170,207.71,0.465,0.03,0.005,0.04,0.09
29180,207.71,0.465,0.03,0.005,0.04,0.09
29190,207.71,0.465,0.03,0.005,0.04,0.09
29200,207.71,0.465,0.03,0.005,0.04,0.09
29210,207.71,0.465,0.03,0.005,0.04,0.09
29220,207.71,0.465,0.03,0.005,0.04,0.09
29230,207.71,0.465,0.03,0.005,0.04,0.09
29240,207.71,0.465,0.03,0.005,0.04,0.09
29250,207.71,0.465,0.03,0.005,0.04,0.09
29260,207.71,0.465,0.03,0.005,0.04,0.09
29270,207.71,0.465,0.03,0.005,0.04,0.09
29280,207.71,0.465,0.03,0.005,0.04,0.09
29290,207.71,0.465,0.03,0.005,0.04,0.09
29300,207.71,0.465,0.03,0.005,0.04,0.09
29310,207.71,0.465,0.03,0.005,0.04,0.09
29320,207.71,0.465,0.03,0.005,0.04,0.09
29330,207.71,0.465,0.03,0.005,0.04,0.09
29340,207.71,0.465,0.03,0.005,0.04,0.09
29350,207.71,0.465,0.03,0.005,0.04,0.09
29360,207.71,0.465,0.03,0.005,0.04,0.09
29370,207.71,0.465,0.03,0.005,0.04,0.09
29380,207.71,0.465,0.03,0.005,0.04,0.09
29390,207.71,0.465,0.03,0.005,0.04,0.09
29400,207.71,0.465,0.03,0.005,0.04,0.09
29410,207.71,0.465,0.03,0.005,0.04,0.09
29420,207.71,0.465,0.03,0.005,0.04,0.09
29430,207.71,0.465,0.03,0.005,0.04,0.09
29440,207.71,0.465,0.03,0.005,0.04,0.09
29450,207.71,0.465,0.03,0.005,0.04,0.09
29460,207.71,0.465,0.03,0.005,0.04,0.09
29470,207.71,0.465,0.03,0.005,0.04,0.09
29480,207.71,0.465,0.03,0.005,0.04,0.09
29490,207.71,0.465,0.03,0.005,0.04,0.09
29500,207.71,0.465,0.03,0.005,0.04,0.09
29510,207.71,0.465,0.03,0.005,0.04,0.09
29520,207.71,0.465,0.03,0.005,0.04,0.09
29530,207.71,0.465,0.03,0.005,0.04,0.09
29540,207.71,0.465,0.03,0.005,0.04,0.09
29550,207.71,0.465,0.03,0.005,0.04,0.09
29560,207.71,0.465,0.03,0.005,0.04,0.09
29570,207.71,0.465,0.03,0.005,0.04,0.09
29580,207.71,0.465,0.03,0.005,0.04,0.09
29590,207.71,0.465,0.03,0.005,0.04,0.09
29600,207.71,0.465,0.03,0.005,0.04,0.09
29610,207.71,0.465,0.03,0.005,0.04,0.09
29620,207.71,0.465,0.03,0.005,0.04,0.09
29630,207.71,0.465,0.03,0.005,0.04,0.09
29640,207.71,0.465,0.03,0.005,0.04,0.09
29650,207.71,0.465,0.03,0.005,0.04,0.09
29660,207.71,0.465,0.03,0.005,0.04,0.09
29670,207.71,0.465,0.03,0.005,0.04,0.09
29680,207.71,0.465,0.03,0.005,0.04,0.09
29690,207.71,0.465,0.03,0.005,0.04,0.09
29700,207.71,0.465,0.03,0.005,0.04,0.09
29710,207.71,0.465,0.03,0.005,0.04,0.09
29720,207.71,0.465,0.03,0.005,0.04,0.09
29730,207.71,0.465,0.03,0.005,0.04,0.09
29740,207.71,0.465,0.03,0.005,0.04,0.09
29750,207.71,0.465,0.03,0.005,0.04,0.09
29760,207.71,0.465,0.03,0.005,0.04,0.09
29770,207.71,0.465,0.03,0.005,0.04,0.09
29780,207.71,0.465,0.03,0.005,0.04,0.09
29790,207.71,0.465,0.03,0.005,0.04,0.09
29800,207.71,0.465,0.03,0.005,0.04,0.09
29810,207.71,0.465,0.03,0.005,0.04,0.09
29820,207.71,0.465,0.03,0.005,0.04,0.09
29830,207.71,0.465,0.03,0.005,0.04,0.09
29840,207.71,0.465,0.03,0.005,0.04,0.09
29850,207.71,0.465,0.03,0.005,0.04,0.09
29860,207.71,0.465,0.03,0.005,0.04,0.09
29870,207.71,0.465,0.03,0.005,0.04,0.09
29880,207.71,0.465,0.03,0.005,0.04,0.09
29890,207.71,0.465,0.03,0.005,0.04,0.09
29900,207.71,0.465,0.03,0.005,0.04,0.09
29910,207.71,0.465,0.03,0.005,0.04,0.09
29920,207.71,0.465,0.03,0.005,0.04,0.09
29930,207.71,0.465,0.03,0.005,0.04,0.09
29940,207.71,0.465,0.03,0.005,0.04,0.09
29950,207.71,0.465,0.03,0.005,0.04,0.09
29960,207.71,0.465,0.03,0.005,0.04,0.09
29970,207.71,0.465,0.03,0.005,0.04,0.09
29980,207.71,0.465,0.03,0.005,0.04,0.09
29990,207.71,0.465,0.03,0.005,0.04,0.09
30000,207.71,0.465,0.03,0.005,0.04,0.09
30010,207.71,0.465,0.03,0.005,0.04,0.09
30020,207.71,0.465,0.03,0.005,0.04,0.09
30030,207.71,0.465,0.03,0.005,0.04,0.09
30040,207.71,0.465,0.03,0.005,0.04,0.09
30050,207.71,0.465,0.03,0.005,0.04,0.09
30060,207.71,0.465,0.03,0.005,0.04,0.09
30070,207.71,0.465,0.03,0.005,0.04,0.09
30080,207.71,0.465,0.03,0.005,0.04,0.09
30090,207.71,0.465,0.03,0.005,0.04,0.09
30100,207.71,0.465,0.03,0.005,0.04,0.09
30110,207.71,0.465,0.03,0.005,0.04,0.09
30120,207.71,0.465,0.03,0.005,0.04,0.09
30130,207.71,0.465,0.03,0.005,0.04,0.09
30140,207.71,0.465,0.03,0.005,0.04,0.09
30150,207.71,0.465,0.03,0.005,0.04,0.09
30160,207.71,0.465,0.03,0.005,0.04,0.09
30170,207.71,0.465,0.03,0.005,0.04,0.09
30180,207.71,0.465,0.03,0.005,0.04,0.09
30190,207.71,0.465,0.03,0.005,0.04,0.09
30200,207.71,0.465,0.03,0.005,0.04,0.09
30210,207.71,0.465,0.03,0.005,0.04,0.09
30220,207.71,0.465,0.03,0.005,0.04,0.09
30230,207.71,0.465,0.03,0.005,0.04,0.09
30240,207.71,0.465,0.03,0.005,0.04,0.09
30250,207.71,0.465,0.03,0.005,0.04,0.09
30260,207.71,0.465,0.03,0.005,0.04,0.09
30270,207.71,0.465,0.03,0.005,0.04,0.09
30280,207.71,0.465,0.03,0.005,0.04,0.09
30290,207.71,0.465,0.03,0.005,0.04,0.09
30300,207.71,0.465,0.03,0.005,0.04,0.09
30310,207.71,0.465,0.03,0.005,0.04,0.09
30320,207.71,0.465,0.03,0.005,0.04,0.09
30330,207.71,0.465,0.03,0.005,0.04,0.09
30340,207.71,0.465,0.03,0.005,0.04,0.09
30350,207.71,0.465,0.03,0.005,0.04,0.09
30360,207.71,0.465,0.03,0.005,0.04,0.09
30370,207.71,0.465,0.03,0.005,0.04,0.09
30380,207.71,0.465,0.03,0.005,0.04,0.09
30390,207.71,0.465,0.03,0.005,0.04,0.09
30400,207.71,0.465,0.03,0.005,0.04,0.09
30410,207.71,0.465,0.03,0.005,0.04,0.09
30420,207.71,0.465,0.03,0.005,0.04,0.09
30430,207.71,0.465,0.03,0.005,0.04,0.09
30440,207.71,0.465,0.03,0.005,0.04,0.09
30450,207.71,0.465,0.03,0.005,0.04,0.09
30460,207.71,0.465,0.03,0.005,0.04,0.09
30470,207.71,0.465,0.03,0.005,0.04,0.09
30480,207.71,0.465,0.03,0.005,0.04,0.09
30490,207.71,0.465,0.03,0.005,0.04,0.09
30500,207.71,0.465,0.03,0.005,0.04,0.09
30510,207.71,0.465,0.03,0.005,0.04,0.09
30520,207.71,0.465,0.03,0.005,0.04,0.09
30530,207.71,0.465,0.03,0.005,0.04,0.09
30540,207.71,0.465,0.03,0.005,0.04,0.09
30550,207.71,0.465,0.03,0.005,0.04,0.09
30560,207.71,0.465,0.03,0.005,0.04,0.09
30570,207.71,0.465,0.03,0.005,0.04,0.09
30580,207.71,0.465,0.03,0.005,0.04,0.09
30590,207.71,0.465,0.03,0.005,0.04,0.09
30600,207.71,0.465,0.03,0.005,0.04,0.09
30610,207.71,0.465,0.03,0.005,0.04,0.09
30620,207.71,0.465,0.03,0.005,0.04,0.09
30630,207.71,0.465,0.03,0.005,0.04,0.09
30640,207.71,0.465,0.03,0.005,0.04,0.09
30650,207.71,0.465,0.03,0.005,0.04,0.09
30660,207.71,0.465,0.03,0.005,0.04,0.09
30670,207.71,0.465,0.03,0.005,0.04,0.09
30680,207.71,0.465,0.03,0.005,0.04,0.09
30690,207.71,0.465,0.03,0.005,0.04,0.09
30700,207.71,0.465,0.03,0.005,0.04,0.09
30710,207.71,0.465,0.03,0.005,0.04,0.09
30720,207.71,0.465,0.03,0.005,0.04,0.09
30730,207.71,0.465,0.03,0.005,0.04,0.09
30740,207.71,0.465,0.03,0.005,0.04,0.09
30750,207.71,0.465,0.03,0.005,0.04,0.09
30760,207.71,0.465,0.03,0.005,0.04,0.09
30770,207.71,0.465,0.03,0.005,0.04,0.09
30780,207.71,0.465,0.03,0.005,0.04,0.09
30790,207.71,0.465,0.03,0.005,0.04,0.09
30800,207.71,0.465,0.03,0.005,0.04,0.09
30810,207.71,0.465,0.03,0.005,0.04,0.09
30820,207.71,0.465,0.03,0.005,0.04,0.09
30830,207.71,0.465,0.03,0.005,0.04,0.09
30840,207.71,0.465,0.03,0.005,0.04,0.09
30850,207.71,0.465,0.03,0.005,0.04,0.09
30860,207.71,0.465,0.03,0.005,0.04,0.09
30870,207.71,0.465,0.03,0.005,0.04,0.09
30880,207.71,0.465,0.03,0.005,0.04,0.09
30890,207.71,0.465,0.03,0.005,0.04,0.09
30900,207.71,0.465,0.03,0.005,0.04,0.09
30910,207.71,0.465,0.03,0.005,0.04,0.09
