wavelength_nm,absorption_coefficient_1/mm,scattering_coefficient_1/mm,reflectance_nd,transmittance_nd,reflectance_dark_american_negro_nd,reflectance_fair_complexioned_white_nd
17530,274.73,0.465,0.03,0.005,0.04,0.09
17540,274.73,0.465,0.03,0.005,0.04,0.09
17550,274.73,0.465,0.03,0.005,0.04,0.09
17560,274.73,0.465,0.03,0.005,0.04,0.09
17570,274.73,0.465,0.03,0.005,0.04,0.09
17580,274.73,0.465,0.03,0.005,0.04,0.09
17590,274.73,0.465,0.03,0.005,0.04,0.09
17600,274.73,0.465,0.03,0.005,0.04,0.09
17610,274.73,0.465,0.03,0.005,0.04,0.09
17620,274.73,0.465,0.03,0.005,0.04,0.09
17630,274.73,0.465,0.03,0.005,0.04,0.09
17640,274.73,0.465,0.03,0.005,0.04,0.09
17650,274.73,0.465,0.03,0.005,0.04,0.09
17660,274.68,0.465,0.03,0.005,0.04,0.09
17670,274.68,0.465,0.03,0.005,0.04,0.09
17680,274.68,0.465,0.03,0.005,0.04,0.09
17690,274.68,0.465,0.03,0.005,0.04,0.09
17700,274.68,0.465,0.03,0.005,0.04,0.09
17710,274.68,0.465,0.03,0.005,0.04,0.09
17720,274.68,0.465,0.03,0.005,0.04,0.09
17730,274.68,0.465,0.03,0.005,0.04,0.09
17740,274.68,0.465,0.03,0.005,0.04,0.09
17750,274.68,0.465,0.03,0.005,0.04,0.09
17760,274.68,0.465,0.03,0.005,0.04,0.09
17770,274.68,0.465,0.03,0.005,0.04,0.09
17780,274.68,0.465,0.03,0.005,0.04,0.09
17790,274.68,0.465,0.03,0.005,0.04,0.09
17800,274.68,0.465,0.03,0.005,0.04,0.09
17810,274.68,0.465,0.03,0.005,0.04,0.09
17820,274.68,0.465,0.03,0.005,0.04,0.09
17830,274.68,0.465,0.03,0.005,0.04,0.09
17840,274.68,0.465,0.03,0.005,0.04,0.09
17850,274.68,0.465,0.03,0.005,0.04,0.09
17860,274.68,0.465,0.03,0.005,0.04,0.09
17870,274.68,0.465,0.03,0.005,0.04,0.09
17880,274.68,0.465,0.03,0.005,0.04,0.09
17890,274.68,0.465,0.03,0.005,0.04,0.09
17900,274.68,0.465,0.03,0.005,0.04,0.09
17910,274.68,0.465,0.03,0.005,0.04,0.09
17920,274.68,0.465,0.03,0.005,0.04,0.09
17930,274.68,0.465,0.03,0.005,0.04,0.09
17940,261.47,0.465,0.03,0.005,0.04,0.09
17950,261.47,0.465,0.03,0.005,0.04,0.09
17960,261.47,0.465,0.03,0.005,0.04,0.09
17970,261.47,0.465,0.03,0.005,0.04,0.09
17980,261.47,0.465,0.03,0.005,0.04,0.09
17990,261.47,0.465,0.03,0.005,0.04,0.09
18000,261.47,0.465,0.03,0.005,0.04,0.09
18010,261.47,0.465,0.03,0.005,0.04,0.09
18020,261.47,0.465,0.03,0.005,0.04,0.09
18030,261.47,0.465,0.03,0.005,0.04,0.09
18040,261.47,0.465,0.03,0.005,0.04,0.09
18050,261.47,0.465,0.03,0.005,0.04,0.09
18060,261.47,0.465,0.03,0.005,0.04,0.09
18070,261.47,0.465,0.03,0.005,0.04,0.09
18080,261.47,0.465,0.03,0.005,0.04,0.09
18090,261.47,0.465,0.03,0.005,0.04,0.09
18100,261.47,0.465,0.03,0.005,0.04,0.09
18110,261.47,0.465,0.03,0.005,0.04,0.09
18120,261.47,0.465,0.03,0.005,0.04,0.09
18130,261.47,0.465,0.03,0.005,0.04,0.09
18140,261.47,0.465,0.03,0.005,0.04,0.09
18150,261.47,0.465,0.03,0.005,0.04,0.09
18160,261.47,0.465,0.03,0.005,0.04,0.09
18170,261.47,0.465,0.03,0.005,0.04,0.09
18180,261.47,0.465,0.03,0.005,0.04,0.09
18190,261.47,0.465,0.03,0.005,0.04,0.09
18200,261.47,0.465,0.03,0.005,0.04,0.09
18210,261.47,0.465,0.03,0.005,0.04,0.09
18220,261.47,0.465,0.03,0.005,0.04,0.09
18230,261.47,0.465,0.03,0.005,0.04,0.09
18240,257.18,0.465,0.03,0.005,0.04,0.09
18250,257.18,0.465,0.03,0.005,0.04,0.09
18260,257.18,0.465,0.03,0.005,0.04,0.09
18270,257.18,0.465,0.03,0.005,0.04,0.09
18280,257.18,0.465,0.03,0.005,0.04,0.09
18290,257.18,0.465,0.03,0.005,0.04,0.09
18300,257.18,0.465,0.03,0.005,0.04,0.09
18310,257.18,0.465,0.03,0.005,0.04,0.09
18320,257.18,0.465,0.03,0.005,0.04,0.09
18330,257.18,0.465,0.03,0.005,0.04,0.09
18340,257.18,0.465,0.03,0.005,0.04,0.09
18350,257.18,0.465,0.03,0.005,0.04,0.09
18360,257.18,0.465,0.03,0.005,0.04,0.09
18370,257.18,0.465,0.03,0.005,0.04,0.09
18380,257.18,0.465,0.03,0.005,0.04,0.09
18390,257.18,0.465,0.03,0.005,0.04,0.09
18400,257.18,0.465,0.03,0.005,0.04,0.09
18410,257.18,0.465,0.03,0.005,0.04,0.09
18420,257.18,0.465,0.03,0.005,0.04,0.09
18430,257.18,0.465,0.03,0.005,0.04,0.09
18440,257.18,0.465,0.03,0.005,0.04,0.09
18450,257.18,0.465,0.03,0.005,0.04,0.09
18460,257.18,0.465,0.03,0.005,0.04,0.09
18470,257.18,0.465,0.03,0.005,0.04,0.09
18480,257.18,0.465,0.03,0.005,0.04,0.09
18490,257.18,0.465,0.03,0.005,0.04,0.09
18500,257.18,0.465,0.03,0.005,0.04,0.09
18510,257.18,0.465,0.03,0.005,0.04,0.09
18520,257.18,0.465,0.03,0.005,0.04,0.09
18530,248.86,0.465,0.03,0.005,0.04,0.09
18540,248.86,0.465,0.03,0.005,0.04,0.09
18550,248.86,0.465,0.03,0.005,0.04,0.09
18560,248.86,0.465,0.03,0.005,0.04,0.09
18570,248.86,0.465,0.03,0.005,0.04,0.09
18580,248.86,0.465,0.03,0.005,0.04,0.09
18590,248.86,0.465,0.03,0.005,0.04,0.09
18600,248.86,0.465,0.03,0.005,0.04,0.09
18610,248.86,0.465,0.03,0.005,0.04,0.09
18620,248.86,0.465,0.03,0.005,0.04,0.09
18630,248.86,0.465,0.03,0.005,0.04,0.09
18640,248.86,0.465,0.03,0.005,0.04,0.09
18650,248.86,0.465,0.03,0.005,0.04,0.09
18660,248.86,0.465,0.03,0.005,0.04,0.09
18670,248.86,0.465,0.03,0.005,0.04,0.09
18680,248.86,0.465,0.03,0.005,0.04,0.09
18690,248.86,0.465,0.03,0.005,0.04,0.09
18700,248.86,0.465,0.03,0.005,0.04,0.09
18710,248.86,0.465,0.03,0.005,0.04,0.09
18720,248.86,0.465,0.03,0.005,0.04,0.09
18730,248.86,0.465,0.03,0.005,0.04,0.09
18740,248.86,0.465,0.03,0.005,0.04,0.09
18750,248.86,0.465,0.03,0.005,0.04,0.09
18760,248.86,0.465,0.03,0.005,0.04,0.09
18770,248.86,0.465,0.03,0.005,0.04,0.09
18780,248.86,0.465,0.03,0.005,0.04,0.09
18790,248.86,0.465,0.03,0.005,0.04,0.09
18800,248.86,0.465,0.03,0.005,0.04,0.09
18810,248.86,0.465,0.03,0.005,0.04,0.09
18820,248.86,0.465,0.03,0.005,0.04,0.09
18830,236.89,0.465,0.03,0.005,0.04,0.09
18840,236.89,0.465,0.03,0.005,0.04,0.09
18850,236.89,0.465,0.03,0.005,0.04,0.09
18860,236.89,0.465,0.03,0.005,0.04,0.09
18870,236.89,0.465,0.03,0.005,0.04,0.09
18880,236.89,0.465,0.03,0.005,0.04,0.09
18890,236.89,0.465,0.03,0.005,0.04,0.09
18900,236.89,0.465,0.03,0.005,0.04,0.09
18910,236.89,0.465,0.03,0.005,0.04,0.09
18920,236.89,0.465,0.03,0.005,0.04,0.09
18930,236.89,0.465,0.03,0.005,0.04,0.09
18940,236.89,0.465,0.03,0.005,0.04,0.09
18950,236.89,0.465,0.03,0.005,0.04,0.09
18960,236.89,0.465,0.03,0.005,0.04,0.09
18970,236.89,0.465,0.03,0.005,0.04,0.09
18980,236.89,0.465,0.03,0.005,0.04,0.09
18990,236.89,0.465,0.03,0.005,0.04,0.09
19000,236.89,0.465,0.03,0.005,0.04,0.09
19010,236.89,0.465,0.03,0.005,0.04,0.09
19020,236.89,0.465,0.03,0.005,0.04,0.09
19030,236.89,0.465,0.03,0.005,0.04,0.09
19040,236.89,0.465,0.03,0.005,0.04,0.09
19050,236.89,0.465,0.03,0.005,0.04,0.09
19060,236.89,0.465,0.03,0.005,0.04,0.09
19070,236.89,0.465,0.03,0.005,0.04,0.09
19080,236.89,0.465,0.03,0.005,0.04,0.09
19090,236.89,0.465,0.03,0.005,0.04,0.09
19100,236.89,0.465,0.03,0.005,0.04,0.09
19110,236.89,0.465,0.03,0.005,0.04,0.09
19120,236.89,0.465,0.03,0.005,0.04,0.09
19130,236.89,0.465,0.03,0.005,0.04,0.09
19140,229.22,0.465,0.03,0.005,0.04,0.09
19150,229.22,0.465,0.03,0.005,0.04,0.09
19160,229.22,0.465,0.03,0.005,0.04,0.09
19170,229.22,0.465,0.03,0.005,0.04,0.09
19180,229.22,0.465,0.03,0.005,0.04,0.09
19190,229.22,0.465,0.03,0.005,0.04,0.09
19200,229.22,0.465,0.03,0.005,0.04,0.09
19210,229.22,0.465,0.03,0.005,0.04,0.09
19220,229.22,0.465,0.03,0.005,0.04,0.09
19230,229.22,0.465,0.03,0.005,0.04,0.09
19240,229.22,0.465,0.03,0.005,0.04,0.09
19250,229.22,0.465,0.03,0.005,0.04,0.09
19260,229.22,0.465,0.03,0.005,0.04,0.09
19270,229.22,0.465,0.03,0.005,0.04,0.09
19280,229.22,0.465,0.03,0.005,0.04,0.09
19290,229.22,0.465,0.03,0.005,0.04,0.09
19300,229.22,0.465,0.03,0.005,0.04,0.09
19310,229.22,0.465,0.03,0.005,0.04,0.09
19320,229.22,0.465,0.03,0.005,0.04,0.09
19330,229.22,0.465,0.03,0.005,0.04,0.09
19340,229.22,0.465,0.03,0.005,0.04,0.09
19350,229.22,0.465,0.03,0.005,0.04,0.09
19360,229.22,0.465,0.03,0.005,0.04,0.09
19370,229.22,0.465,0.03,0.005,0.04,0.09
19380,229.22,0.465,0.03,0.005,0.04,0.09
19390,229.22,0.465,0.03,0.005,0.04,0.09
19400,229.22,0.465,0.03,0.005,0.04,0.09
19410,229.22,0.465,0.03,0.005,0.04,0.09
19420,229.22,0.465,0.03,0.005,0.04,0.09
19430,229.22,0.465,0.03,0.005,0.04,0.09
19440,229.22,0.465,0.03,0.005,0.04,0.09
19450,221.8,0.465,0.03,0.005,0.04,0.09
19460,221.8,0.465,0.03,0.005,0.04,0.09
19470,221.8,0.465,0.03,0.005,0.04,0.09
19480,221.8,0.465,0.03,0.005,0.04,0.09
19490,221.8,0.465,0.03,0.005,0.04,0.09
19500,221.8,0.465,0.03,0.005,0.04,0.09
19510,221.8,0.465,0.03,0.005,0.04,0.09
19520,221.8,0.465,0.03,0.005,0.04,0.09
19530,221.8,0.465,0.03,0.005,0.04,0.09
19540,221.8,0.465,0.03,0.005,0.04,0.09
19550,221.8,0.465,0.03,0.005,0.04,0.09
19560,221.8,0.465,0.03,0.005,0.04,0.09
19570,221.8,0.465,0.03,0.005,0.04,0.09
19580,221.8,0.465,0.03,0.005,0.04,0.09
19590,221.8,0.465,0.03,0.005,0.04,0.09
19600,221.8,0.465,0.03,0.005,0.04,0.09
19610,221.8,0.465,0.03,0.005,0.04,0.09
19620,221.8,0.465,0.03,0.005,0.04,0.09
19630,221.8,0.465,0.03,0.005,0.04,0.09
19640,221.8,0.465,0.03,0.005,0.04,0.09
19650,221.8,0.465,0.03,0.005,0.04,0.09
19660,221.8,0.465,0.03,0.005,0.04,0.09
19670,221.8,0.465,0.03,0.005,0.04,0.09
19680,221.8,0.465,0.03,0.005,0.04,0.09
19690,221.8,0.465,0.03,0.005,0.04,0.09
19700,221.8,0.465,0.03,0.005,0.04,0.09
19710,221.8,0.465,0.03,0.005,0.04,0.09
19720,221.8,0.465,0.03,0.005,0.04,0.09
19730,221.8,0.465,0.03,0.005,0.04,0.09
19740,221.8,0.465,0.03,0.005,0.04,0.09
19750,221.8,0.465,0.03,0.005,0.04,0.09
19760,221.8,0.465,0.03,0.005,0.04,0.09
19770,207.71,0.465,0.03,0.005,0.04,0.09
19780,207.71,0.465,0.03,0.005,0.04,0.09
19790,207.71,0.465,0.03,0.005,0.04,0.09
19800,207.71,0.465,0.03,0.005,0.04,0.09
19810,207.71,0.465,0.03,0.005,0.04,0.09
19820,207.71,0.465,0.03,0.005,0.04,0.09
19830,207.71,0.465,0.03,0.005,0.04,0.09
19840,207.71,0.465,0.03,0.005,0.04,0.09
19850,207.71,0.465,0.03,0.005,0.04,0.09
19860,207.71,0.465,0.03,0.005,0.04,0.09
19870,207.71,0.465,0.03,0.005,0.04,0.09
19880,207.71,0.465,0.03,0.005,0.04,0.09
19890,207.71,0.465,0.03,0.005,0.04,0.09
19900,207.71,0.465,0.03,0.005,0.04,0.09
19910,207.71,0.465,0.03,0.005,0.04,0.09
19920,207.71,0.465,0.03,0.005,0.04,0.09
19930,207.71,0.465,0.03,0.005,0.04,0.09
19940,207.71,0.465,0.03,0.005,0.04,0.09
19950,207.71,0.465,0.03,0.005,0.04,0.09
19960,207.71,0.465,0.03,0.005,0.04,0.09
19970,207.71,0.465,0.03,0.005,0.04,0.09
19980,207.71,0.465,0.03,0.005,0.04,0.09
19990,207.71,0.465,0.03,0.005,0.04,0.09
20000,207.71,0.465,0.03,0.005,0.04,0.09
20010,207.71,0.465,0.03,0.005,0.04,0.09
20020,207.71,0.465,0.03,0.005,0.04,0.09
20030,207.71,0.465,0.03,0.005,0.04,0.09
20040,207.71,0.465,0.03,0.005,0.04,0.09
20050,207.71,0.465,0.03,0.005,0.04,0.09
20060,207.71,0.465,0.03,0.005,0.04,0.09
20070,207.71,0.465,0.03,0.005,0.04,0.09
20080,207.71,0.465,0.03,0.005,0.04,0.09
20090,207.71,0.465,0.03,0.005,0.04,0.09
20100,207.71,0.465,0.03,0.005,0.04,0.09
20110,207.71,0.465,0.03,0.005,0.04,0.09
20120,207.71,0.465,0.03,0.005,0.04,0.09
20130,207.71,0.465,0.03,0.005,0.04,0.09
20140,207.71,0.465,0.03,0.005,0.04,0.09
20150,207.71,0.465,0.03,0.005,0.04,0.09
20160,207.71,0.465,0.03,0.005,0.04,0.09
20170,207.71,0.465,0.03,0.005,0.04,0.09
20180,207.71,0.465,0.03,0.005,0.04,0.09
20190,207.71,0.465,0.03,0.005,0.04,0.09
20200,207.71,0.465,0.03,0.005,0.04,0.09
20210,207.71,0.465,0.03,0.005,0.04,0.09
20220,207.71,0.465,0.03,0.005,0.04,0.09
20230,207.71,0.465,0.03,0.005,0.04,0.09
20240,207.71,0.465,0.03,0.005,0.04,0.09
20250,207.71,0.465,0.03,0.005,0.04,0.09
20260,207.71,0.465,0.03,0.005,0.04,0.09
20270,207.71,0.465,0.03,0.005,0.04,0.09
20280,207.71,0.465,0.03,0.005,0.04,0.09
20290,207.71,0.465,0.03,0.005,0.04,0.09
20300,207.71,0.465,0.03,0.005,0.04,0.09
20310,207.71,0.465,0.03,0.005,0.04,0.09
20320,207.71,0.465,0.03,0.005,0.04,0.09
20330,207.71,0.465,0.03,0.005,0.04,0.09
20340,207.71,0.465,0.03,0.005,0.04,0.09
20350,207.71,0.465,0.03,0.005,0.04,0.09
20360,207.71,0.465,0.03,0.005,0.04,0.09
20370,207.71,0.465,0.03,0.005,0.04,0.09
20380,207.71,0.465,0.03,0.005,0.04,0.09
20390,207.71,0.465,0.03,0.005,0.04,0.09
20400,207.71,0.465,0.03,0.005,0.04,0.09
20410,207.71,0.465,0.03,0.005,0.04,0.09
20420,207.71,0.465,0.03,0.005,0.04,0.09
20430,207.71,0.465,0.03,0.005,0.04,0.09
20440,207.71,0.465,0.03,0.005,0.04,0.09
20450,207.71,0.465,0.03,0.005,0.04,0.09
20460,207.71,0.465,0.03,0.005,0.04,0.09
20470,207.71,0.465,0.03,0.005,0.04,0.09
20480,207.71,0.465,0.03,0.005,0.04,0.09
20490,207.71,0.465,0.03,0.005,0.04,0.09
20500,207.71,0.465,0.03,0.005,0.04,0.09
20510,207.71,0.465,0.03,0.005,0.04,0.09
20520,207.71,0.465,0.03,0.005,0.04,0.09
20530,207.71,0.465,0.03,0.005,0.04,0.09
20540,207.71,0.465,0.03,0.005,0.04,0.09
20550,207.71,0.465,0.03,0.005,0.04,0.09
20560,207.71,0.465,0.03,0.005,0.04,0.09
20570,207.71,0.465,0.03,0.005,0.04,0.09
20580,207.71,0.465,0.03,0.005,0.04,0.09
20590,207.71,0.465,0.03,0.005,0.04,0.09
20600,207.71,0.465,0.03,0.005,0.04,0.09
20610,207.71,0.465,0.03,0.005,0.04,0.09
20620,207.71,0.465,0.03,0.005,0.04,0.09
20630,207.71,0.465,0.03,0.005,0.04,0.09
20640,207.71,0.465,0.03,0.005,0.04,0.09
20650,207.71,0.465,0.03,0.005,0.04,0.09
20660,207.71,0.465,0.03,0.005,0.04,0.09
20670,207.71,0.465,0.03,0.005,0.04,0.09
20680,207.71,0.465,0.03,0.005,0.04,0.09
20690,207.71,0.465,0.03,0.005,0.04,0.09
20700,207.71,0.465,0.03,0.005,0.04,0.09
20710,207.71,0.465,0.03,0.005,0.04,0.09
20720,207.71,0.465,0.03,0.005,0.04,0.09
20730,207.71,0.465,0.03,0.005,0.04,0.09
20740,207.71,0.465,0.03,0.005,0.04,0.09
20750,207.71,0.465,0.03,0.005,0.04,0.09
20760,207.71,0.465,0.03,0.005,0.04,0.09
20770,207.71,0.465,0.03,0.005,0.04,0.09
20780,207.71,0.465,0.03,0.005,0.04,0.09
20790,207.71,0.465,0.03,0.005,0.04,0.09
20800,207.71,0.465,0.03,0.005,0.04,0.09
20810,207.71,0.465,0.03,0.005,0.04,0.09
20820,207.71,0.465,0.03,0.005,0.04,0.09
20830,207.71,0.465,0.03,0.005,0.04,0.09
20840,207.71,0.465,0.03,0.005,0.04,0.09
20850,207.71,0.465,0.03,0.005,0.04,0.09
20860,207.71,0.465,0.03,0.005,0.04,0.09
20870,207.71,0.465,0.03,0.005,0.04,0.09
20880,207.71,0.465,0.03,0.005,0.04,0.09
20890,207.71,0.465,0.03,0.005,0.04,0.09
20900,207.71,0.465,0.03,0.005,0.04,0.09
20910,207.71,0.465,0.03,0.005,0.04,0.09
20920,207.71,0.465,0.03,0.005,0.04,0.09
20930,207.71,0.465,0.03,0.005,0.04,0.09
20940,207.71,0.465,0.03,0.005,0.04,0.09
20950,207.71,0.465,0.03,0.005,0.04,0.09
20960,207.71,0.465,0.03,0.005,0.04,0.09
20970,207.71,0.465,0.03,0.005,0.04,0.09
20980,207.71,0.465,0.03,0.005,0.04,0.09
20990,207.71,0.465,0.03,0.005,0.04,0.09
21000,207.71,0.465,0.03,0.005,0.04,0.09
21010,207.71,0.465,0.03,0.005,0.04,0.09
21020,207.71,0.465,0.03,0.005,0.04,0.09
21030,207.71,0.465,0.03,0.005,0.04,0.09
21040,207.71,0.465,0.03,0.005,0.04,0.09
21050,207.71,0.465,0.03,0.005,0.04,0.09
21060,207.71,0.465,0.03,0.005,0.04,0.09
21070,207.71,0.465,0.03,0.005,0.04,0.09
21080,207.71,0.465,0.03,0.005,0.04,0.09
21090,207.71,0.465,0.03,0.005,0.04,0.09
21100,207.71,0.465,0.03,0.005,0.04,0.09
21110,207.71,0.465,0.03,0.005,0.04,0.09
21120,207.71,0.465,0.03,0.005,0.04,0.09
21130,207.71,0.465,0.03,0.005,0.04,0.09
21140,207.71,0.465,0.03,0.005,0.04,0.09
21150,207.71,0.465,0.03,0.005,0.04,0.09
21160,207.71,0.465,0.03,0.005,0.04,0.09
21170,207.71,0.465,0.03,0.005,0.04,0.09
21180,207.71,0.465,0.03,0.005,0.04,0.09
21190,207.71,0.465,0.03,0.005,0.04,0.09
21200,207.71,0.465,0.03,0.005,0.04,0.09
21210,207.71,0.465,0.03,0.005,0.04,0.09
21220,207.71,0.465,0.03,0.005,0.04,0.09
21230,207.71,0.465,0.03,0.005,0.04,0.09
21240,207.71,0.465,0.03,0.005,0.04,0.09
21250,207.71,0.465,0.03,0.005,0.04,0.09
21260,207.71,0.465,0.03,0.005,0.04,0.09
21270,207.71,0.465,0.03,0.005,0.04,0.09
21280,207.71,0.465,0.03,0.005,0.04,0.09
21290,207.71,0.465,0.03,0.005,0.04,0.09
21300,207.71,0.465,0.03,0.005,0.04,0.09
21310,207.71,0.465,0.03,0.005,0.04,0.09
21320,207.71,0.465,0.03,0.005,0.04,0.09
21330,207.71,0.465,0.03,0.005,0.04,0.09
21340,207.71,0.465,0.03,0.005,0.04,0.09
21350,207.71,0.465,0.03,0.005,0.04,0.09
21360,207.71,0.465,0.03,0.005,0.04,0.09
21370,207.71,0.465,0.03,0.005,0.04,0.09
21380,207.71,0.465,0.03,0.005,0.04,0.09
21390,207.71,0.465,0.03,0.005,0.04,0.09
21400,207.71,0.465,0.03,0.005,0.04,0.09
21410,207.71,0.465,0.03,0.005,0.04,0.09
21420,207.71,0.465,0.03,0.005,0.04,0.09
21430,207.71,0.465,0.03,0.005,0.04,0.09
21440,207.71,0.465,0.03,0.005,0.04,0.09
21450,207.71,0.465,0.03,0.005,0.04,0.09
21460,207.71,0.465,0.03,0.005,0.04,0.09
21470,207.71,0.465,0.03,0.005,0.04,0.09
21480,207.71,0.465,0.03,0.005,0.04,0.09
21490,207.71,0.465,0.03,0.005,0.04,0.09
21500,207.71,0.465,0.03,0.005,0.04,0.09
21510,207.71,0.465,0.03,0.005,0.04,0.09
21520,207.71,0.465,0.03,0.005,0.04,0.09
21530,207.71,0.465,0.03,0.005,0.04,0.09
21540,207.71,0.465,0.03,0.005,0.04,0.09
21550,207.71,0.465,0.03,0.005,0.04,0.09
21560,207.71,0.465,0.03,0.005,0.04,0.09
21570,207.71,0.465,0.03,0.005,0.04,0.09
21580,207.71,0.465,0.03,0.005,0.04,0.09
21590,207.71,0.465,0.03,0.005,0.04,0.09
21600,207.71,0.465,0.03,0.005,0.04,0.09
21610,207.71,0.465,0.03,0.005,0.04,0.09
21620,207.71,0.465,0.03,0.005,0.04,0.09
21630,207.71,0.465,0.03,0.005,0.04,0.09
21640,207.71,0.465,0.03,0.005,0.04,0.09
21650,207.71,0.465,0.03,0.005,0.04,0.09
21660,207.71,0.465,0.03,0.005,0.04,0.09
21670,207.71,0.465,0.03,0.005,0.04,0.09
21680,207.71,0.465,0.03,0.005,0.04,0.09
21690,207.71,0.465,0.03,0.005,0.04,0.09
21700,207.71,0.465,0.03,0.005,0.04,0.09
21710,207.71,0.465,0.03,0.005,0.04,0.09
21720,207.71,0.465,0.03,0.005,0.04,0.09
21730,207.71,0.465,0.03,0.005,0.04,0.09
21740,207.71,0.465,0.03,0.005,0.04,0.09
21750,207.71,0.465,0.03,0.005,0.04,0.09
21760,207.71,0.465,0.03,0.005,0.04,0.09
21770,207.71,0.465,0.03,0.005,0.04,0.09
21780,207.71,0.465,0.03,0.005,0.04,0.09
21790,207.71,0.465,0.03,0.005,0.04,0.09
21800,207.71,0.465,0.03,0.005,0.04,0.09
21810,207.71,0.465,0.03,0.005,0.04,0.09
21820,207.71,0.465,0.03,0.005,0.04,0.09
21830,207.71,0.465,0.03,0.005,0.04,0.09
21840,207.71,0.465,0.03,0.005,0.04,0.09
21850,207.71,0.465,0.03,0.005,0.04,0.09
21860,207.71,0.465,0.03,0.005,0.04,0.09
21870,207.71,0.465,0.03,0.005,0.04,0.09
21880,207.71,0.465,0.03,0.005,0.04,0.09
21890,207.71,0.465,0.03,0.005,0.04,0.09
21900,207.71,0.465,0.03,0.005,0.04,0.09
21910,207.71,0.465,0.03,0.005,0.04,0.09
21920,207.71,0.465,0.03,0.005,0.04,0.09
21930,207.71,0.465,0.03,0.005,0.04,0.09
21940,207.71,0.465,0.03,0.005,0.04,0.09
21950,207.71,0.465,0.03,0.005,0.04,0.09
21960,207.71,0.465,0.03,0.005,0.04,0.09
21970,207.71,0.465,0.03,0.005,0.04,0.09
21980,207.71,0.465,0.03,0.005,0.04,0.09
21990,207.71,0.465,0.03,0.005,0.04,0.09
22000,207.71,0.465,0.03,0.005,0.04,0.09
22010,207.71,0.465,0.03,0.005,0.04,0.09
22020,207.71,0.465,0.03,0.005,0.04,0.09
22030,207.71,0.465,0.03,0.005,0.04,0.09
22040,207.71,0.465,0.03,0.005,0.04,0.09
22050,207.71,0.465,0.03,0.005,0.04,0.09
22060,207.71,0.465,0.03,0.005,0.04,0.09
22070,207.71,0.465,0.03,0.005,0.04,0.09
22080,207.71,0.465,0.03,0.005,0.04,0.09
22090,207.71,0.465,0.03,0.005,0.04,0.09
22100,207.71,0.465,0.03,0.005,0.04,0.09
22110,207.71,0.465,0.03,0.005,0.04,0.09
22120,207.71,0.465,0.03,0.005,0.04,0.09
22130,207.71,0.465,0.03,0.005,0.04,0.09
22140,207.71,0.465,0.03,0.005,0.04,0.09
22150,207.71,0.465,0.03,0.005,0.04,0.09
22160,207.71,0.465,0.03,0.005,0.04,0.09
22170,207.71,0.465,0.03,0.005,0.04,0.09
22180,207.71,0.465,0.03,0.005,0.04,0.09
22190,207.71,0.465,0.03,0.005,0.04,0.09
22200,207.71,0.465,0.03,0.005,0.04,0.09
22210,207.71,0.465,0.03,0.005,0.04,0.09
22220,207.71,0.465,0.03,0.005,0.04,0.09
22230,207.71,0.465,0.03,0.005,0.04,0.09
22240,207.71,0.465,0.03,0.005,0.04,0.09
22250,207.71,0.465,0.03,0.005,0.04,0.09
22260,207.71,0.465,0.03,0.005,0.04,0.09
22270,207.71,0.465,0.03,0.005,0.04,0.09
22280,207.71,0.465,0.03,0.005,0.04,0.09
22290,207.71,0.465,0.03,0.005,0.04,0.09
22300,207.71,0.465,0.03,0.005,0.04,0.09
22310,207.71,0.465,0.03,0.005,0.04,0.09
22320,207.71,0.465,0.03,0.005,0.04,0.09
22330,207.71,0.465,0.03,0.005,0.04,0.09
22340,207.71,0.465,0.03,0.005,0.04,0.09
22350,207.71,0.465,0.03,0.005,0.04,0.09
22360,207.71,0.465,0.03,0.005,0.04,0.09
22370,207.71,0.465,0.03,0.005,0.04,0.09
22380,207.71,0.465,0.03,0.005,0.04,0.09
22390,207.71,0.465,0.03,0.005,0.04,0.09
22400,207.71,0.465,0.03,0.005,0.04,0.09
22410,207.71,0.465,0.03,0.005,0.04,0.09
22420,207.71,0.465,0.03,0.005,0.04,0.09
22430,207.71,0.465,0.03,0.005,0.04,0.09
22440,207.71,0.465,0.03,0.005,0.04,0.09
22450,207.71,0.465,0.03,0.005,0.04,0.09
22460,207.71,0.465,0.03,0.005,0.04,0.09
22470,207.71,0.465,0.03,0.005,0.04,0.09
22480,207.71,0.465,0.03,0.005,0.04,0.09
22490,207.71,0.465,0.03,0.005,0.04,0.09
22500,207.71,0.465,0.03,0.005,0.04,0.09
22510,207.71,0.465,0.03,0.005,0.04,0.09
22520,207.71,0.465,0.03,0.005,0.04,0.09
22530,207.71,0.465,0.03,0.005,0.04,0.09
22540,207.71,0.465,0.03,0.005,0.04,0.09
22550,207.71,0.465,0.03,0.005,0.04,0.09
22560,207.71,0.465,0.03,0.005,0.04,0.09
22570,207.71,0.465,0.03,0.005,0.04,0.09
22580,207.71,0.465,0.03,0.005,0.04,0.09
22590,207.71,0.465,0.03,0.005,0.04,0.09
22600,207.71,0.465,0.03,0.005,0.04,0.09
22610,207.71,0.465,0.03,0.005,0.04,0.09
22620,207.71,0.465,0.03,0.005,0.04,0.09
22630,207.71,0.465,0.03,0.005,0.04,0.09
22640,207.71,0.465,0.03,0.005,0.04,0.09
22650,207.71,0.465,0.03,0.005,0.04,0.09
22660,207.71,0.465,0.03,0.005,0.04,0.09
22670,207.71,0.465,0.03,0.005,0.04,0.09
